DIA,GRUPO ETÁRIO,CASOS_CONFIRMADOS,OBITOS
30 MAI 2021,80+,20.0,0.0
31 MAI 2021,0-9,22.0,0.0
31 MAI 2021,10-19,57.0,0.0
31 MAI 2021,20-29,87.0,0.0
31 MAI 2021,30-39,86.0,0.0
31 MAI 2021,40-49,40.0,0.0
31 MAI 2021,50-59,72.0,0.0
31 MAI 2021,60-69,34.0,1.0
31 MAI 2021,70-79,22.0,0.0
31 MAI 2021,80+,14.0,1.0
01 JUN 2021,0-9,12.0,0.0
01 JUN 2021,10-19,58.0,0.0
01 JUN 2021,20-29,80.0,0.0
01 JUN 2021,30-39,71.0,0.0
01 JUN 2021,40-49,68.0,0.0
01 JUN 2021,50-59,95.0,0.0
01 JUN 2021,60-69,33.0,0.0
01 JUN 2021,70-79,0.0,0.0
01 JUN 2021,80+,26.0,0.0
02 JUN 2021,0-9,39.0,0.0
02 JUN 2021,10-19,108.0,0.0
02 JUN 2021,20-29,129.0,0.0
02 JUN 2021,30-39,145.0,0.0
02 JUN 2021,40-49,99.0,0.0
02 JUN 2021,50-59,114.0,1.0
02 JUN 2021,60-69,46.0,0.0
02 JUN 2021,70-79,23.0,0.0
02 JUN 2021,80+,15.0,0.0
03 JUN 2021,0-9,39.0,0.0
03 JUN 2021,10-19,114.0,0.0
03 JUN 2021,20-29,148.0,0.0
03 JUN 2021,30-39,128.0,1.0
03 JUN 2021,40-49,138.0,0.0
03 JUN 2021,50-59,94.0,0.0
03 JUN 2021,60-69,54.0,1.0
03 JUN 2021,70-79,36.0,1.0
03 JUN 2021,80+,15.0,0.0
04 JUN 2021,0-9,25.0,0.0
04 JUN 2021,10-19,40.0,0.0
04 JUN 2021,20-29,79.0,0.0
04 JUN 2021,30-39,74.0,0.0
04 JUN 2021,40-49,73.0,0.0
04 JUN 2021,50-59,52.0,0.0
04 JUN 2021,60-69,43.0,0.0
04 JUN 2021,70-79,30.0,0.0
04 JUN 2021,80+,12.0,0.0
05 JUN 2021,0-9,25.0,0.0
05 JUN 2021,10-19,68.0,0.0
05 JUN 2021,20-29,115.0,0.0
05 JUN 2021,30-39,101.0,0.0
05 JUN 2021,40-49,97.0,0.0
05 JUN 2021,50-59,77.0,0.0
05 JUN 2021,60-69,45.0,0.0
05 JUN 2021,70-79,27.0,2.0
05 JUN 2021,80+,18.0,1.0
06 JUN 2021,0-9,49.0,0.0
06 JUN 2021,10-19,82.0,0.0
06 JUN 2021,20-29,85.0,0.0
06 JUN 2021,30-39,117.0,0.0
06 JUN 2021,40-49,115.0,0.0
06 JUN 2021,50-59,67.0,1.0
06 JUN 2021,60-69,57.0,0.0
06 JUN 2021,70-79,12.0,0.0
06 JUN 2021,80+,23.0,1.0
07 JUN 2021,0-9,18.0,0.0
07 JUN 2021,10-19,49.0,0.0
07 JUN 2021,20-29,52.0,0.0
07 JUN 2021,30-39,87.0,0.0
07 JUN 2021,40-49,63.0,0.0
07 JUN 2021,50-59,56.0,1.0
07 JUN 2021,60-69,35.0,1.0
07 JUN 2021,70-79,3.0,0.0
07 JUN 2021,80+,20.0,0.0
08 JUN 2021,0-9,36.0,0.0
08 JUN 2021,10-19,45.0,0.0
08 JUN 2021,20-29,121.0,0.0
08 JUN 2021,30-39,109.0,0.0
08 JUN 2021,40-49,127.0,0.0
08 JUN 2021,50-59,65.0,0.0
08 JUN 2021,60-69,50.0,1.0
08 JUN 2021,70-79,28.0,0.0
08 JUN 2021,80+,19.0,0.0
09 JUN 2021,0-9,64.0,0.0
09 JUN 2021,10-19,113.0,0.0
09 JUN 2021,20-29,150.0,0.0
09 JUN 2021,30-39,165.0,0.0
09 JUN 2021,40-49,167.0,0.0
09 JUN 2021,50-59,118.0,0.0
09 JUN 2021,60-69,51.0,0.0
09 JUN 2021,70-79,35.0,0.0
09 JUN 2021,80+,22.0,0.0
10 JUN 2021,0-9,71.0,0.0
10 JUN 2021,10-19,134.0,0.0
10 JUN 2021,20-29,175.0,0.0
10 JUN 2021,30-39,138.0,0.0
10 JUN 2021,40-49,170.0,0.0
10 JUN 2021,50-59,109.0,0.0
10 JUN 2021,60-69,64.0,1.0
10 JUN 2021,70-79,18.0,2.0
10 JUN 2021,80+,33.0,3.0
11 JUN 2021,0-9,33.0,0.0
11 JUN 2021,10-19,67.0,0.0
11 JUN 2021,20-29,123.0,0.0
11 JUN 2021,30-39,85.0,0.0
11 JUN 2021,40-49,85.0,0.0
11 JUN 2021,50-59,55.0,0.0
11 JUN 2021,60-69,30.0,0.0
11 JUN 2021,70-79,18.0,1.0
11 JUN 2021,80+,15.0,0.0
12 JUN 2021,0-9,60.0,0.0
12 JUN 2021,10-19,100.0,0.0
12 JUN 2021,20-29,154.0,0.0
12 JUN 2021,30-39,119.0,0.0
12 JUN 2021,40-49,155.0,0.0
12 JUN 2021,50-59,93.0,0.0
12 JUN 2021,60-69,65.0,0.0
12 JUN 2021,70-79,24.0,0.0
12 JUN 2021,80+,22.0,1.0
13 JUN 2021,0-9,56.0,0.0
13 JUN 2021,10-19,84.0,0.0
13 JUN 2021,20-29,159.0,0.0
13 JUN 2021,30-39,107.0,0.0
13 JUN 2021,40-49,124.0,0.0
13 JUN 2021,50-59,70.0,0.0
13 JUN 2021,60-69,61.0,0.0
13 JUN 2021,70-79,19.0,0.0
13 JUN 2021,80+,23.0,2.0
14 JUN 2021,0-9,38.0,0.0
14 JUN 2021,10-19,81.0,0.0
14 JUN 2021,20-29,119.0,0.0
14 JUN 2021,30-39,106.0,0.0
14 JUN 2021,40-49,120.0,0.0
14 JUN 2021,50-59,68.0,0.0
14 JUN 2021,60-69,46.0,0.0
14 JUN 2021,70-79,20.0,0.0
14 JUN 2021,80+,20.0,0.0
15 JUN 2021,0-9,43.0,0.0
15 JUN 2021,10-19,98.0,0.0
15 JUN 2021,20-29,217.0,0.0
15 JUN 2021,30-39,171.0,0.0
15 JUN 2021,40-49,195.0,0.0
15 JUN 2021,50-59,132.0,0.0
15 JUN 2021,60-69,53.0,0.0
15 JUN 2021,70-79,45.0,1.0
15 JUN 2021,80+,20.0,1.0
16 JUN 2021,0-9,85.0,0.0
16 JUN 2021,10-19,182.0,0.0
16 JUN 2021,20-29,319.0,0.0
16 JUN 2021,30-39,234.0,0.0
16 JUN 2021,40-49,222.0,0.0
16 JUN 2021,50-59,137.0,0.0
16 JUN 2021,60-69,97.0,0.0
16 JUN 2021,70-79,29.0,3.0
16 JUN 2021,80+,52.0,3.0
17 JUN 2021,0-9,87.0,0.0
17 JUN 2021,10-19,170.0,0.0
17 JUN 2021,20-29,244.0,0.0
17 JUN 2021,30-39,227.0,0.0
17 JUN 2021,40-49,196.0,0.0
17 JUN 2021,50-59,163.0,0.0
17 JUN 2021,60-69,76.0,0.0
17 JUN 2021,70-79,23.0,2.0
17 JUN 2021,80+,43.0,0.0
18 JUN 2021,0-9,78.0,0.0
18 JUN 2021,10-19,203.0,0.0
18 JUN 2021,20-29,259.0,0.0
18 JUN 2021,30-39,233.0,0.0
18 JUN 2021,40-49,224.0,0.0
18 JUN 2021,50-59,145.0,2.0
18 JUN 2021,60-69,56.0,1.0
18 JUN 2021,70-79,57.0,-2.0
18 JUN 2021,80+,35.0,3.0
19 JUN 2021,0-9,97.0,0.0
19 JUN 2021,10-19,202.0,0.0
19 JUN 2021,20-29,258.0,0.0
19 JUN 2021,30-39,185.0,0.0
19 JUN 2021,40-49,177.0,0.0
19 JUN 2021,50-59,135.0,0.0
19 JUN 2021,60-69,68.0,0.0
19 JUN 2021,70-79,36.0,0.0
19 JUN 2021,80+,26.0,1.0
20 JUN 2021,0-9,89.0,0.0
20 JUN 2021,10-19,137.0,0.0
20 JUN 2021,20-29,206.0,0.0
20 JUN 2021,30-39,128.0,0.0
20 JUN 2021,40-49,146.0,0.0
20 JUN 2021,50-59,104.0,0.0
20 JUN 2021,60-69,67.0,0.0
20 JUN 2021,70-79,39.0,0.0
20 JUN 2021,80+,26.0,3.0
21 JUN 2021,0-9,43.0,0.0
21 JUN 2021,10-19,115.0,0.0
21 JUN 2021,20-29,171.0,0.0
21 JUN 2021,30-39,94.0,0.0
21 JUN 2021,40-49,130.0,0.0
21 JUN 2021,50-59,92.0,0.0
21 JUN 2021,60-69,45.0,0.0
21 JUN 2021,70-79,46.0,2.0
21 JUN 2021,80+,15.0,1.0
22 JUN 2021,0-9,62.0,0.0
22 JUN 2021,10-19,140.0,0.0
22 JUN 2021,20-29,226.0,0.0
22 JUN 2021,30-39,172.0,0.0
22 JUN 2021,40-49,174.0,0.0
22 JUN 2021,50-59,113.0,0.0
22 JUN 2021,60-69,55.0,0.0
22 JUN 2021,70-79,41.0,3.0
22 JUN 2021,80+,31.0,3.0
23 JUN 2021,0-9,109.0,0.0
23 JUN 2021,10-19,208.0,0.0
23 JUN 2021,20-29,346.0,0.0
23 JUN 2021,30-39,268.0,0.0
23 JUN 2021,40-49,249.0,0.0
23 JUN 2021,50-59,166.0,1.0
23 JUN 2021,60-69,80.0,0.0
23 JUN 2021,70-79,38.0,0.0
23 JUN 2021,80+,34.0,2.0
24 JUN 2021,0-9,148.0,0.0
24 JUN 2021,10-19,253.0,0.0
24 JUN 2021,20-29,313.0,0.0
24 JUN 2021,30-39,257.0,0.0
24 JUN 2021,40-49,278.0,0.0
24 JUN 2021,50-59,139.0,0.0
24 JUN 2021,60-69,97.0,1.0
24 JUN 2021,70-79,47.0,1.0
24 JUN 2021,80+,24.0,0.0
25 JUN 2021,0-9,127.0,0.0
25 JUN 2021,10-19,244.0,0.0
25 JUN 2021,20-29,326.0,0.0
25 JUN 2021,30-39,263.0,0.0
25 JUN 2021,40-49,263.0,0.0
25 JUN 2021,50-59,186.0,0.0
25 JUN 2021,60-69,86.0,0.0
25 JUN 2021,70-79,65.0,0.0
25 JUN 2021,80+,34.0,2.0
26 JUN 2021,0-9,143.0,0.0
26 JUN 2021,10-19,197.0,0.0
26 JUN 2021,20-29,333.0,0.0
26 JUN 2021,30-39,301.0,0.0
26 JUN 2021,40-49,264.0,0.0
26 JUN 2021,50-59,166.0,0.0
26 JUN 2021,60-69,67.0,0.0
26 JUN 2021,70-79,50.0,1.0
26 JUN 2021,80+,39.0,1.0
27 JUN 2021,0-9,122.0,0.0
27 JUN 2021,10-19,209.0,0.0
27 JUN 2021,20-29,338.0,0.0
27 JUN 2021,30-39,245.0,0.0
27 JUN 2021,40-49,254.0,0.0
27 JUN 2021,50-59,156.0,0.0
27 JUN 2021,60-69,92.0,1.0
27 JUN 2021,70-79,36.0,0.0
27 JUN 2021,80+,41.0,0.0
28 JUN 2021,0-9,40.0,0.0
28 JUN 2021,10-19,138.0,0.0
28 JUN 2021,20-29,190.0,0.0
28 JUN 2021,30-39,172.0,0.0
28 JUN 2021,40-49,145.0,0.0
28 JUN 2021,50-59,107.0,1.0
28 JUN 2021,60-69,56.0,0.0
28 JUN 2021,70-79,25.0,0.0
28 JUN 2021,80+,28.0,1.0
29 JUN 2021,0-9,142.0,0.0
29 JUN 2021,10-19,236.0,0.0
29 JUN 2021,20-29,397.0,0.0
29 JUN 2021,30-39,329.0,0.0
29 JUN 2021,40-49,305.0,0.0
29 JUN 2021,50-59,157.0,0.0
29 JUN 2021,60-69,90.0,1.0
29 JUN 2021,70-79,56.0,2.0
29 JUN 2021,80+,24.0,3.0
30 JUN 2021,0-9,198.0,0.0
30 JUN 2021,10-19,330.0,0.0
30 JUN 2021,20-29,544.0,0.0
30 JUN 2021,30-39,407.0,0.0
30 JUN 2021,40-49,407.0,0.0
30 JUN 2021,50-59,233.0,0.0
30 JUN 2021,60-69,113.0,0.0
30 JUN 2021,70-79,75.0,1.0
30 JUN 2021,80+,43.0,3.0
01 JUL 2021,0-9,202.0,0.0
01 JUL 2021,10-19,300.0,0.0
01 JUL 2021,20-29,636.0,0.0
01 JUL 2021,30-39,436.0,0.0
01 JUL 2021,40-49,397.0,0.0
01 JUL 2021,50-59,214.0,0.0
01 JUL 2021,60-69,124.0,1.0
01 JUL 2021,70-79,84.0,2.0
01 JUL 2021,80+,38.0,2.0
02 JUL 2021,0-9,224.0,0.0
02 JUL 2021,10-19,372.0,0.0
02 JUL 2021,20-29,642.0,0.0
02 JUL 2021,30-39,462.0,0.0
02 JUL 2021,40-49,353.0,0.0
02 JUL 2021,50-59,179.0,0.0
02 JUL 2021,60-69,107.0,0.0
02 JUL 2021,70-79,61.0,2.0
02 JUL 2021,80+,30.0,5.0
03 JUL 2021,0-9,243.0,0.0
03 JUL 2021,10-19,373.0,0.0
03 JUL 2021,20-29,635.0,0.0
03 JUL 2021,30-39,536.0,0.0
03 JUL 2021,40-49,403.0,0.0
03 JUL 2021,50-59,205.0,0.0
03 JUL 2021,60-69,112.0,0.0
03 JUL 2021,70-79,56.0,1.0
03 JUL 2021,80+,34.0,3.0
04 JUL 2021,0-9,206.0,0.0
04 JUL 2021,10-19,310.0,0.0
04 JUL 2021,20-29,512.0,0.0
04 JUL 2021,30-39,381.0,0.0
04 JUL 2021,40-49,317.0,0.0
04 JUL 2021,50-59,167.0,0.0
04 JUL 2021,60-69,82.0,0.0
04 JUL 2021,70-79,49.0,0.0
04 JUL 2021,80+,23.0,0.0
05 JUL 2021,0-9,150.0,0.0
05 JUL 2021,10-19,220.0,0.0
05 JUL 2021,20-29,366.0,0.0
05 JUL 2021,30-39,282.0,0.0
05 JUL 2021,40-49,231.0,0.0
05 JUL 2021,50-59,112.0,0.0
05 JUL 2021,60-69,56.0,1.0
05 JUL 2021,70-79,44.0,1.0
05 JUL 2021,80+,17.0,3.0
06 JUL 2021,0-9,167.0,0.0
06 JUL 2021,10-19,276.0,0.0
06 JUL 2021,20-29,576.0,0.0
06 JUL 2021,30-39,404.0,0.0
06 JUL 2021,40-49,384.0,0.0
06 JUL 2021,50-59,182.0,0.0
06 JUL 2021,60-69,90.0,0.0
06 JUL 2021,70-79,52.0,0.0
06 JUL 2021,80+,26.0,1.0
07 JUL 2021,0-9,333.0,0.0
07 JUL 2021,10-19,477.0,0.0
07 JUL 2021,20-29,793.0,0.0
07 JUL 2021,30-39,604.0,0.0
07 JUL 2021,40-49,535.0,0.0
07 JUL 2021,50-59,268.0,1.0
07 JUL 2021,60-69,163.0,0.0
07 JUL 2021,70-79,84.0,2.0
07 JUL 2021,80+,35.0,5.0
08 JUL 2021,0-9,319.0,0.0
08 JUL 2021,10-19,485.0,0.0
08 JUL 2021,20-29,830.0,0.0
08 JUL 2021,30-39,595.0,0.0
08 JUL 2021,40-49,527.0,0.0
08 JUL 2021,50-59,234.0,0.0
08 JUL 2021,60-69,152.0,0.0
08 JUL 2021,70-79,82.0,3.0
08 JUL 2021,80+,40.0,6.0
09 JUL 2021,0-9,313.0,0.0
09 JUL 2021,10-19,466.0,0.0
09 JUL 2021,20-29,810.0,0.0
09 JUL 2021,30-39,588.0,0.0
09 JUL 2021,40-49,506.0,1.0
09 JUL 2021,50-59,222.0,2.0
09 JUL 2021,60-69,139.0,0.0
09 JUL 2021,70-79,61.0,2.0
09 JUL 2021,80+,74.0,2.0
10 JUL 2021,0-9,311.0,0.0
10 JUL 2021,10-19,488.0,0.0
10 JUL 2021,20-29,778.0,0.0
10 JUL 2021,30-39,558.0,0.0
10 JUL 2021,40-49,477.0,0.0
10 JUL 2021,50-59,297.0,1.0
10 JUL 2021,60-69,125.0,1.0
10 JUL 2021,70-79,75.0,4.0
10 JUL 2021,80+,47.0,0.0
11 JUL 2021,0-9,232.0,0.0
11 JUL 2021,10-19,372.0,0.0
11 JUL 2021,20-29,569.0,0.0
11 JUL 2021,30-39,410.0,0.0
11 JUL 2021,40-49,351.0,0.0
11 JUL 2021,50-59,176.0,0.0
11 JUL 2021,60-69,114.0,3.0
11 JUL 2021,70-79,56.0,2.0
11 JUL 2021,80+,25.0,3.0
12 JUL 2021,0-9,189.0,0.0
12 JUL 2021,10-19,246.0,0.0
12 JUL 2021,20-29,429.0,0.0
12 JUL 2021,30-39,368.0,0.0
12 JUL 2021,40-49,261.0,0.0
12 JUL 2021,50-59,153.0,0.0
12 JUL 2021,60-69,72.0,0.0
12 JUL 2021,70-79,43.0,2.0
12 JUL 2021,80+,24.0,6.0
13 JUL 2021,0-9,230.0,0.0
13 JUL 2021,10-19,301.0,0.0
13 JUL 2021,20-29,723.0,0.0
13 JUL 2021,30-39,465.0,1.0
13 JUL 2021,40-49,434.0,0.0
13 JUL 2021,50-59,222.0,0.0
13 JUL 2021,60-69,131.0,2.0
13 JUL 2021,70-79,66.0,5.0
13 JUL 2021,80+,43.0,1.0
14 JUL 2021,0-9,389.0,0.0
14 JUL 2021,10-19,579.0,0.0
14 JUL 2021,20-29,1089.0,0.0
14 JUL 2021,30-39,741.0,0.0
14 JUL 2021,40-49,635.0,0.0
14 JUL 2021,50-59,291.0,1.0
14 JUL 2021,60-69,182.0,1.0
14 JUL 2021,70-79,133.0,3.0
14 JUL 2021,80+,91.0,4.0
15 JUL 2021,0-9,343.0,0.0
15 JUL 2021,10-19,535.0,0.0
15 JUL 2021,20-29,926.0,0.0
15 JUL 2021,30-39,654.0,0.0
15 JUL 2021,40-49,558.0,0.0
15 JUL 2021,50-59,284.0,0.0
15 JUL 2021,60-69,192.0,0.0
15 JUL 2021,70-79,95.0,1.0
15 JUL 2021,80+,46.0,4.0
16 JUL 2021,0-9,318.0,0.0
16 JUL 2021,10-19,491.0,0.0
16 JUL 2021,20-29,911.0,0.0
16 JUL 2021,30-39,693.0,0.0
16 JUL 2021,40-49,509.0,0.0
16 JUL 2021,50-59,301.0,1.0
16 JUL 2021,60-69,137.0,1.0
16 JUL 2021,70-79,108.0,2.0
16 JUL 2021,80+,76.0,3.0
17 JUL 2021,0-9,314.0,0.0
17 JUL 2021,10-19,521.0,0.0
17 JUL 2021,20-29,930.0,0.0
17 JUL 2021,30-39,696.0,0.0
17 JUL 2021,40-49,545.0,0.0
17 JUL 2021,50-59,322.0,0.0
17 JUL 2021,60-69,176.0,0.0
17 JUL 2021,70-79,99.0,1.0
17 JUL 2021,80+,55.0,4.0
18 JUL 2021,0-9,338.0,0.0
18 JUL 2021,10-19,450.0,0.0
18 JUL 2021,20-29,825.0,0.0
18 JUL 2021,30-39,575.0,0.0
18 JUL 2021,40-49,472.0,1.0
18 JUL 2021,50-59,293.0,0.0
18 JUL 2021,60-69,148.0,2.0
18 JUL 2021,70-79,90.0,1.0
18 JUL 2021,80+,69.0,4.0
19 JUL 2021,0-9,199.0,0.0
19 JUL 2021,10-19,287.0,0.0
19 JUL 2021,20-29,442.0,0.0
19 JUL 2021,30-39,306.0,0.0
19 JUL 2021,40-49,287.0,0.0
19 JUL 2021,50-59,146.0,0.0
19 JUL 2021,60-69,82.0,2.0
19 JUL 2021,70-79,68.0,2.0
19 JUL 2021,80+,47.0,4.0
20 JUL 2021,0-9,238.0,0.0
20 JUL 2021,10-19,404.0,0.0
20 JUL 2021,20-29,640.0,0.0
20 JUL 2021,30-39,515.0,0.0
20 JUL 2021,40-49,415.0,0.0
20 JUL 2021,50-59,221.0,0.0
20 JUL 2021,60-69,122.0,2.0
20 JUL 2021,70-79,81.0,0.0
20 JUL 2021,80+,67.0,2.0
21 JUL 2021,0-9,422.0,0.0
21 JUL 2021,10-19,628.0,0.0
21 JUL 2021,20-29,1097.0,0.0
21 JUL 2021,30-39,782.0,0.0
21 JUL 2021,40-49,635.0,1.0
21 JUL 2021,50-59,356.0,0.0
21 JUL 2021,60-69,237.0,5.0
21 JUL 2021,70-79,118.0,4.0
21 JUL 2021,80+,103.0,3.0
22 JUL 2021,0-9,328.0,0.0
22 JUL 2021,10-19,536.0,0.0
22 JUL 2021,20-29,923.0,0.0
22 JUL 2021,30-39,645.0,0.0
22 JUL 2021,40-49,526.0,1.0
22 JUL 2021,50-59,299.0,1.0
22 JUL 2021,60-69,166.0,1.0
22 JUL 2021,70-79,103.0,5.0
22 JUL 2021,80+,98.0,8.0
23 JUL 2021,0-9,355.0,0.0
23 JUL 2021,10-19,628.0,0.0
23 JUL 2021,20-29,906.0,0.0
23 JUL 2021,30-39,674.0,0.0
23 JUL 2021,40-49,548.0,0.0
23 JUL 2021,50-59,307.0,1.0
23 JUL 2021,60-69,171.0,3.0
23 JUL 2021,70-79,113.0,5.0
23 JUL 2021,80+,87.0,7.0
24 JUL 2021,0-9,281.0,0.0
24 JUL 2021,10-19,527.0,0.0
24 JUL 2021,20-29,859.0,0.0
24 JUL 2021,30-39,635.0,0.0
24 JUL 2021,40-49,442.0,0.0
24 JUL 2021,50-59,270.0,1.0
24 JUL 2021,60-69,185.0,0.0
24 JUL 2021,70-79,98.0,6.0
24 JUL 2021,80+,86.0,13.0
25 JUL 2021,0-9,308.0,0.0
25 JUL 2021,10-19,399.0,0.0
25 JUL 2021,20-29,645.0,0.0
25 JUL 2021,30-39,453.0,0.0
25 JUL 2021,40-49,350.0,0.0
25 JUL 2021,50-59,206.0,1.0
25 JUL 2021,60-69,106.0,2.0
25 JUL 2021,70-79,74.0,0.0
25 JUL 2021,80+,86.0,5.0
26 JUL 2021,0-9,135.0,0.0
26 JUL 2021,10-19,262.0,0.0
26 JUL 2021,20-29,413.0,0.0
26 JUL 2021,30-39,293.0,0.0
26 JUL 2021,40-49,213.0,0.0
26 JUL 2021,50-59,127.0,1.0
26 JUL 2021,60-69,84.0,1.0
26 JUL 2021,70-79,42.0,3.0
26 JUL 2021,80+,36.0,4.0
27 JUL 2021,0-9,189.0,0.0
27 JUL 2021,10-19,366.0,0.0
27 JUL 2021,20-29,564.0,0.0
27 JUL 2021,30-39,406.0,0.0
27 JUL 2021,40-49,327.0,1.0
27 JUL 2021,50-59,223.0,0.0
27 JUL 2021,60-69,124.0,1.0
27 JUL 2021,70-79,68.0,1.0
27 JUL 2021,80+,45.0,3.0
28 JUL 2021,0-9,291.0,0.0
28 JUL 2021,10-19,565.0,0.0
28 JUL 2021,20-29,873.0,0.0
28 JUL 2021,30-39,559.0,0.0
28 JUL 2021,40-49,477.0,0.0
28 JUL 2021,50-59,278.0,2.0
28 JUL 2021,60-69,183.0,1.0
28 JUL 2021,70-79,111.0,1.0
28 JUL 2021,80+,105.0,9.0
29 JUL 2021,0-9,267.0,0.0
29 JUL 2021,10-19,517.0,0.0
29 JUL 2021,20-29,718.0,0.0
29 JUL 2021,30-39,474.0,0.0
29 JUL 2021,40-49,401.0,0.0
29 JUL 2021,50-59,277.0,1.0
29 JUL 2021,60-69,162.0,3.0
29 JUL 2021,70-79,83.0,1.0
29 JUL 2021,80+,111.0,5.0
30 JUL 2021,0-9,226.0,0.0
30 JUL 2021,10-19,441.0,0.0
30 JUL 2021,20-29,642.0,0.0
30 JUL 2021,30-39,443.0,0.0
30 JUL 2021,40-49,342.0,1.0
30 JUL 2021,50-59,210.0,0.0
30 JUL 2021,60-69,135.0,2.0
30 JUL 2021,70-79,80.0,3.0
30 JUL 2021,80+,74.0,8.0
31 JUL 2021,0-9,236.0,0.0
31 JUL 2021,10-19,467.0,0.0
31 JUL 2021,20-29,564.0,0.0
31 JUL 2021,30-39,391.0,0.0
31 JUL 2021,40-49,394.0,1.0
31 JUL 2021,50-59,215.0,1.0
31 JUL 2021,60-69,150.0,2.0
31 JUL 2021,70-79,80.0,3.0
31 JUL 2021,80+,89.0,10.0
01 AGO 2021,0-9,225.0,0.0
01 AGO 2021,10-19,417.0,0.0
01 AGO 2021,20-29,564.0,0.0
01 AGO 2021,30-39,363.0,0.0
01 AGO 2021,40-49,301.0,0.0
01 AGO 2021,50-59,201.0,0.0
01 AGO 2021,60-69,103.0,0.0
01 AGO 2021,70-79,74.0,1.0
01 AGO 2021,80+,63.0,7.0
02 AGO 2021,0-9,103.0,0.0
02 AGO 2021,10-19,293.0,0.0
02 AGO 2021,20-29,260.0,0.0
02 AGO 2021,30-39,187.0,0.0
02 AGO 2021,40-49,134.0,2.0
02 AGO 2021,50-59,91.0,1.0
02 AGO 2021,60-69,51.0,0.0
02 AGO 2021,70-79,30.0,2.0
02 AGO 2021,80+,41.0,4.0
03 AGO 2021,0-9,162.0,0.0
03 AGO 2021,10-19,424.0,0.0
03 AGO 2021,20-29,450.0,0.0
03 AGO 2021,30-39,344.0,0.0
03 AGO 2021,40-49,247.0,2.0
03 AGO 2021,50-59,181.0,2.0
03 AGO 2021,60-69,121.0,2.0
03 AGO 2021,70-79,75.0,1.0
03 AGO 2021,80+,69.0,12.0
04 AGO 2021,0-9,305.0,0.0
04 AGO 2021,10-19,657.0,0.0
04 AGO 2021,20-29,723.0,0.0
04 AGO 2021,30-39,439.0,0.0
04 AGO 2021,40-49,393.0,0.0
04 AGO 2021,50-59,257.0,0.0
04 AGO 2021,60-69,135.0,1.0
04 AGO 2021,70-79,126.0,3.0
04 AGO 2021,80+,164.0,11.0
05 AGO 2021,0-9,233.0,1.0
05 AGO 2021,10-19,528.0,0.0
05 AGO 2021,20-29,588.0,0.0
05 AGO 2021,30-39,369.0,0.0
05 AGO 2021,40-49,296.0,1.0
05 AGO 2021,50-59,226.0,0.0
05 AGO 2021,60-69,144.0,0.0
05 AGO 2021,70-79,104.0,1.0
05 AGO 2021,80+,88.0,7.0
06 AGO 2021,0-9,208.0,0.0
06 AGO 2021,10-19,446.0,0.0
06 AGO 2021,20-29,613.0,0.0
06 AGO 2021,30-39,386.0,0.0
06 AGO 2021,40-49,260.0,0.0
06 AGO 2021,50-59,175.0,3.0
06 AGO 2021,60-69,126.0,1.0
06 AGO 2021,70-79,82.0,4.0
06 AGO 2021,80+,79.0,10.0
07 AGO 2021,0-9,221.0,0.0
07 AGO 2021,10-19,564.0,0.0
07 AGO 2021,20-29,623.0,0.0
07 AGO 2021,30-39,392.0,0.0
07 AGO 2021,40-49,335.0,1.0
07 AGO 2021,50-59,214.0,1.0
07 AGO 2021,60-69,126.0,2.0
07 AGO 2021,70-79,83.0,3.0
07 AGO 2021,80+,64.0,10.0
08 AGO 2021,0-9,181.0,0.0
08 AGO 2021,10-19,398.0,0.0
08 AGO 2021,20-29,488.0,0.0
08 AGO 2021,30-39,277.0,0.0
08 AGO 2021,40-49,215.0,0.0
08 AGO 2021,50-59,154.0,1.0
08 AGO 2021,60-69,105.0,0.0
08 AGO 2021,70-79,71.0,3.0
08 AGO 2021,80+,90.0,6.0
09 AGO 2021,0-9,88.0,0.0
09 AGO 2021,10-19,233.0,0.0
09 AGO 2021,20-29,292.0,0.0
09 AGO 2021,30-39,159.0,0.0
09 AGO 2021,40-49,117.0,0.0
09 AGO 2021,50-59,78.0,1.0
09 AGO 2021,60-69,69.0,2.0
09 AGO 2021,70-79,32.0,4.0
09 AGO 2021,80+,30.0,11.0
10 AGO 2021,0-9,145.0,0.0
10 AGO 2021,10-19,483.0,0.0
10 AGO 2021,20-29,538.0,0.0
10 AGO 2021,30-39,327.0,0.0
10 AGO 2021,40-49,270.0,0.0
10 AGO 2021,50-59,197.0,0.0
10 AGO 2021,60-69,143.0,1.0
10 AGO 2021,70-79,71.0,7.0
10 AGO 2021,80+,48.0,9.0
11 AGO 2021,0-9,230.0,0.0
11 AGO 2021,10-19,590.0,0.0
11 AGO 2021,20-29,796.0,0.0
11 AGO 2021,30-39,395.0,0.0
11 AGO 2021,40-49,340.0,1.0
11 AGO 2021,50-59,261.0,1.0
11 AGO 2021,60-69,155.0,2.0
11 AGO 2021,70-79,100.0,1.0
11 AGO 2021,80+,78.0,7.0
12 AGO 2021,0-9,194.0,0.0
12 AGO 2021,10-19,567.0,0.0
12 AGO 2021,20-29,708.0,0.0
12 AGO 2021,30-39,412.0,0.0
12 AGO 2021,40-49,313.0,0.0
12 AGO 2021,50-59,215.0,1.0
12 AGO 2021,60-69,140.0,0.0
12 AGO 2021,70-79,79.0,3.0
12 AGO 2021,80+,82.0,7.0
13 AGO 2021,0-9,203.0,0.0
