DIA,GRUPO ETÁRIO,CASOS_CONFIRMADOS,OBITOS
17 MAR 2021,10-19,51.0,0.0
17 MAR 2021,20-29,93.0,0.0
17 MAR 2021,30-39,92.0,0.0
17 MAR 2021,40-49,106.0,0.0
17 MAR 2021,50-59,116.0,1.0
17 MAR 2021,60-69,81.0,2.0
17 MAR 2021,70-79,51.0,5.0
17 MAR 2021,80+,60.0,7.0
18 MAR 2021,0-9,21.0,0.0
18 MAR 2021,10-19,27.0,0.0
18 MAR 2021,20-29,80.0,0.0
18 MAR 2021,30-39,71.0,0.0
18 MAR 2021,40-49,77.0,0.0
18 MAR 2021,50-59,72.0,2.0
18 MAR 2021,60-69,56.0,3.0
18 MAR 2021,70-79,46.0,7.0
18 MAR 2021,80+,30.0,9.0
19 MAR 2021,0-9,35.0,0.0
19 MAR 2021,10-19,46.0,0.0
19 MAR 2021,20-29,89.0,0.0
19 MAR 2021,30-39,88.0,0.0
19 MAR 2021,40-49,90.0,1.0
19 MAR 2021,50-59,77.0,0.0
19 MAR 2021,60-69,72.0,4.0
19 MAR 2021,70-79,32.0,2.0
19 MAR 2021,80+,38.0,4.0
20 MAR 2021,0-9,33.0,0.0
20 MAR 2021,10-19,19.0,0.0
20 MAR 2021,20-29,65.0,0.0
20 MAR 2021,30-39,70.0,0.0
20 MAR 2021,40-49,76.0,0.0
20 MAR 2021,50-59,70.0,0.0
20 MAR 2021,60-69,57.0,3.0
20 MAR 2021,70-79,37.0,4.0
20 MAR 2021,80+,31.0,1.0
21 MAR 2021,0-9,21.0,0.0
21 MAR 2021,10-19,29.0,0.0
21 MAR 2021,20-29,74.0,0.0
21 MAR 2021,30-39,62.0,0.0
21 MAR 2021,40-49,69.0,0.0
21 MAR 2021,50-59,73.0,0.0
21 MAR 2021,60-69,62.0,2.0
21 MAR 2021,70-79,26.0,1.0
21 MAR 2021,80+,34.0,3.0
22 MAR 2021,0-9,3.0,0.0
22 MAR 2021,10-19,8.0,0.0
22 MAR 2021,20-29,38.0,0.0
22 MAR 2021,30-39,30.0,0.0
22 MAR 2021,40-49,32.0,0.0
22 MAR 2021,50-59,51.0,1.0
22 MAR 2021,60-69,40.0,1.0
22 MAR 2021,70-79,18.0,5.0
22 MAR 2021,80+,28.0,9.0
23 MAR 2021,0-9,8.0,0.0
23 MAR 2021,10-19,44.0,0.0
23 MAR 2021,20-29,52.0,0.0
23 MAR 2021,30-39,30.0,0.0
23 MAR 2021,40-49,78.0,0.0
23 MAR 2021,50-59,72.0,0.0
23 MAR 2021,60-69,56.0,0.0
23 MAR 2021,70-79,38.0,3.0
23 MAR 2021,80+,52.0,7.0
24 MAR 2021,0-9,21.0,0.0
24 MAR 2021,10-19,41.0,0.0
24 MAR 2021,20-29,98.0,0.0
24 MAR 2021,30-39,114.0,0.0
24 MAR 2021,40-49,61.0,0.0
24 MAR 2021,50-59,91.0,2.0
24 MAR 2021,60-69,78.0,0.0
24 MAR 2021,70-79,40.0,0.0
24 MAR 2021,80+,33.0,9.0
25 MAR 2021,0-9,17.0,0.0
25 MAR 2021,10-19,23.0,0.0
25 MAR 2021,20-29,43.0,0.0
25 MAR 2021,30-39,76.0,0.0
25 MAR 2021,40-49,62.0,0.0
25 MAR 2021,50-59,67.0,0.0
25 MAR 2021,60-69,75.0,2.0
25 MAR 2021,70-79,34.0,1.0
25 MAR 2021,80+,40.0,6.0
26 MAR 2021,0-9,20.0,0.0
26 MAR 2021,10-19,60.0,0.0
26 MAR 2021,20-29,92.0,0.0
26 MAR 2021,30-39,53.0,0.0
26 MAR 2021,40-49,71.0,0.0
26 MAR 2021,50-59,62.0,0.0
26 MAR 2021,60-69,62.0,0.0
26 MAR 2021,70-79,18.0,2.0
26 MAR 2021,80+,44.0,3.0
27 MAR 2021,0-9,4.0,0.0
27 MAR 2021,10-19,21.0,0.0
27 MAR 2021,20-29,34.0,0.0
27 MAR 2021,30-39,35.0,0.0
27 MAR 2021,40-49,57.0,0.0
27 MAR 2021,50-59,42.0,1.0
27 MAR 2021,60-69,55.0,1.0
27 MAR 2021,70-79,32.0,1.0
27 MAR 2021,80+,64.0,5.0
28 MAR 2021,0-9,27.0,0.0
28 MAR 2021,10-19,5.0,0.0
28 MAR 2021,20-29,58.0,0.0
28 MAR 2021,30-39,39.0,0.0
28 MAR 2021,40-49,59.0,0.0
28 MAR 2021,50-59,54.0,1.0
28 MAR 2021,60-69,59.0,1.0
28 MAR 2021,70-79,32.0,2.0
28 MAR 2021,80+,32.0,6.0
29 MAR 2021,0-9,21.0,0.0
29 MAR 2021,10-19,42.0,0.0
29 MAR 2021,20-29,34.0,0.0
29 MAR 2021,30-39,35.0,0.0
29 MAR 2021,40-49,41.0,0.0
29 MAR 2021,50-59,36.0,0.0
29 MAR 2021,60-69,62.0,0.0
29 MAR 2021,70-79,10.0,2.0
29 MAR 2021,80+,29.0,4.0
30 MAR 2021,0-9,22.0,0.0
30 MAR 2021,10-19,20.0,0.0
30 MAR 2021,20-29,47.0,0.0
30 MAR 2021,30-39,43.0,0.0
30 MAR 2021,40-49,77.0,0.0
30 MAR 2021,50-59,65.0,0.0
30 MAR 2021,60-69,45.0,1.0
30 MAR 2021,70-79,39.0,0.0
30 MAR 2021,80+,29.0,1.0
31 MAR 2021,0-9,94.0,0.0
31 MAR 2021,10-19,44.0,0.0
31 MAR 2021,20-29,69.0,0.0
31 MAR 2021,30-39,71.0,0.0
31 MAR 2021,40-49,127.0,0.0
31 MAR 2021,50-59,81.0,0.0
31 MAR 2021,60-69,65.0,1.0
31 MAR 2021,70-79,37.0,1.0
31 MAR 2021,80+,28.0,1.0
01 ABR 2021,0-9,68.0,0.0
01 ABR 2021,10-19,39.0,0.0
01 ABR 2021,20-29,84.0,0.0
01 ABR 2021,30-39,88.0,0.0
01 ABR 2021,40-49,98.0,0.0
01 ABR 2021,50-59,82.0,1.0
01 ABR 2021,60-69,65.0,2.0
01 ABR 2021,70-79,31.0,2.0
01 ABR 2021,80+,37.0,6.0
02 ABR 2021,0-9,61.0,0.0
02 ABR 2021,10-19,18.0,0.0
02 ABR 2021,20-29,79.0,0.0
02 ABR 2021,30-39,98.0,0.0
02 ABR 2021,40-49,77.0,0.0
02 ABR 2021,50-59,88.0,0.0
02 ABR 2021,60-69,55.0,0.0
02 ABR 2021,70-79,29.0,4.0
02 ABR 2021,80+,44.0,5.0
03 ABR 2021,0-9,19.0,0.0
03 ABR 2021,10-19,1.0,0.0
03 ABR 2021,20-29,46.0,0.0
03 ABR 2021,30-39,44.0,0.0
03 ABR 2021,40-49,43.0,0.0
03 ABR 2021,50-59,30.0,0.0
03 ABR 2021,60-69,58.0,2.0
03 ABR 2021,70-79,10.0,2.0
03 ABR 2021,80+,27.0,3.0
04 ABR 2021,0-9,22.0,0.0
04 ABR 2021,10-19,18.0,0.0
04 ABR 2021,20-29,26.0,0.0
04 ABR 2021,30-39,31.0,0.0
04 ABR 2021,40-49,18.0,0.0
04 ABR 2021,50-59,10.0,0.0
04 ABR 2021,60-69,28.0,1.0
04 ABR 2021,70-79,16.0,0.0
04 ABR 2021,80+,24.0,3.0
05 ABR 2021,0-9,11.0,0.0
05 ABR 2021,10-19,-1.0,0.0
05 ABR 2021,20-29,25.0,0.0
05 ABR 2021,30-39,19.0,0.0
05 ABR 2021,40-49,18.0,0.0
05 ABR 2021,50-59,23.0,0.0
05 ABR 2021,60-69,33.0,1.0
05 ABR 2021,70-79,14.0,2.0
05 ABR 2021,80+,17.0,3.0
06 ABR 2021,0-9,83.0,0.0
06 ABR 2021,10-19,38.0,0.0
06 ABR 2021,20-29,133.0,0.0
06 ABR 2021,30-39,148.0,0.0
06 ABR 2021,40-49,140.0,0.0
06 ABR 2021,50-59,137.0,0.0
06 ABR 2021,60-69,82.0,0.0
06 ABR 2021,70-79,51.0,1.0
06 ABR 2021,80+,57.0,1.0
07 ABR 2021,0-9,31.0,0.0
07 ABR 2021,10-19,58.0,0.0
07 ABR 2021,20-29,107.0,0.0
07 ABR 2021,30-39,81.0,0.0
07 ABR 2021,40-49,123.0,0.0
07 ABR 2021,50-59,117.0,0.0
07 ABR 2021,60-69,77.0,1.0
07 ABR 2021,70-79,39.0,2.0
07 ABR 2021,80+,32.0,0.0
08 ABR 2021,0-9,56.0,0.0
08 ABR 2021,10-19,37.0,0.0
08 ABR 2021,20-29,95.0,0.0
08 ABR 2021,30-39,106.0,0.0
08 ABR 2021,40-49,90.0,1.0
08 ABR 2021,50-59,85.0,0.0
08 ABR 2021,60-69,75.0,2.0
08 ABR 2021,70-79,21.0,2.0
08 ABR 2021,80+,35.0,4.0
09 ABR 2021,0-9,56.0,0.0
09 ABR 2021,10-19,46.0,0.0
09 ABR 2021,20-29,126.0,0.0
09 ABR 2021,30-39,120.0,0.0
09 ABR 2021,40-49,102.0,0.0
09 ABR 2021,50-59,93.0,0.0
09 ABR 2021,60-69,80.0,1.0
09 ABR 2021,70-79,37.0,1.0
09 ABR 2021,80+,32.0,3.0
10 ABR 2021,0-9,45.0,0.0
10 ABR 2021,10-19,41.0,0.0
10 ABR 2021,20-29,98.0,0.0
10 ABR 2021,30-39,104.0,0.0
10 ABR 2021,40-49,86.0,0.0
10 ABR 2021,50-59,90.0,0.0
10 ABR 2021,60-69,81.0,0.0
10 ABR 2021,70-79,26.0,3.0
10 ABR 2021,80+,29.0,3.0
11 ABR 2021,0-9,58.0,0.0
11 ABR 2021,10-19,57.0,0.0
11 ABR 2021,20-29,74.0,0.0
11 ABR 2021,30-39,85.0,0.0
11 ABR 2021,40-49,69.0,0.0
11 ABR 2021,50-59,79.0,0.0
11 ABR 2021,60-69,67.0,2.0
11 ABR 2021,70-79,41.0,1.0
11 ABR 2021,80+,35.0,3.0
12 ABR 2021,0-9,2.0,0.0
12 ABR 2021,10-19,19.0,0.0
12 ABR 2021,20-29,49.0,0.0
12 ABR 2021,30-39,63.0,0.0
12 ABR 2021,40-49,15.0,0.0
12 ABR 2021,50-59,53.0,0.0
12 ABR 2021,60-69,18.0,0.0
12 ABR 2021,70-79,37.0,1.0
12 ABR 2021,80+,15.0,1.0
13 ABR 2021,0-9,13.0,0.0
13 ABR 2021,10-19,34.0,0.0
13 ABR 2021,20-29,65.0,0.0
13 ABR 2021,30-39,68.0,0.0
13 ABR 2021,40-49,64.0,0.0
13 ABR 2021,50-59,65.0,0.0
13 ABR 2021,60-69,40.0,0.0
13 ABR 2021,70-79,22.0,2.0
13 ABR 2021,80+,37.0,3.0
14 ABR 2021,0-9,54.0,0.0
14 ABR 2021,10-19,83.0,0.0
14 ABR 2021,20-29,81.0,0.0
14 ABR 2021,30-39,107.0,0.0
14 ABR 2021,40-49,122.0,0.0
14 ABR 2021,50-59,97.0,1.0
14 ABR 2021,60-69,78.0,1.0
14 ABR 2021,70-79,35.0,1.0
14 ABR 2021,80+,28.0,5.0
15 ABR 2021,0-9,26.0,0.0
15 ABR 2021,10-19,31.0,0.0
15 ABR 2021,20-29,79.0,0.0
15 ABR 2021,30-39,105.0,0.0
15 ABR 2021,40-49,81.0,0.0
15 ABR 2021,50-59,74.0,0.0
15 ABR 2021,60-69,50.0,0.0
15 ABR 2021,70-79,35.0,0.0
15 ABR 2021,80+,20.0,2.0
16 ABR 2021,0-9,61.0,0.0
16 ABR 2021,10-19,61.0,0.0
16 ABR 2021,20-29,65.0,0.0
16 ABR 2021,30-39,103.0,0.0
16 ABR 2021,40-49,73.0,0.0
16 ABR 2021,50-59,76.0,0.0
16 ABR 2021,60-69,57.0,1.0
16 ABR 2021,70-79,38.0,2.0
16 ABR 2021,80+,17.0,1.0
17 ABR 2021,0-9,33.0,0.0
17 ABR 2021,10-19,83.0,0.0
17 ABR 2021,20-29,104.0,0.0
17 ABR 2021,30-39,118.0,0.0
17 ABR 2021,40-49,92.0,0.0
17 ABR 2021,50-59,89.0,0.0
17 ABR 2021,60-69,62.0,2.0
17 ABR 2021,70-79,34.0,0.0
17 ABR 2021,80+,29.0,3.0
18 ABR 2021,0-9,40.0,0.0
18 ABR 2021,10-19,44.0,0.0
18 ABR 2021,20-29,68.0,0.0
18 ABR 2021,30-39,91.0,0.0
18 ABR 2021,40-49,51.0,0.0
18 ABR 2021,50-59,57.0,0.0
18 ABR 2021,60-69,38.0,0.0
18 ABR 2021,70-79,34.0,2.0
18 ABR 2021,80+,18.0,1.0
19 ABR 2021,0-9,-7.0,0.0
19 ABR 2021,10-19,30.0,0.0
19 ABR 2021,20-29,3.0,0.0
19 ABR 2021,30-39,46.0,0.0
19 ABR 2021,40-49,48.0,0.0
19 ABR 2021,50-59,30.0,0.0
19 ABR 2021,60-69,31.0,0.0
19 ABR 2021,70-79,20.0,0.0
19 ABR 2021,80+,19.0,1.0
20 ABR 2021,0-9,23.0,0.0
20 ABR 2021,10-19,54.0,0.0
20 ABR 2021,20-29,71.0,0.0
20 ABR 2021,30-39,74.0,0.0
20 ABR 2021,40-49,75.0,0.0
20 ABR 2021,50-59,37.0,0.0
20 ABR 2021,60-69,38.0,2.0
20 ABR 2021,70-79,21.0,2.0
20 ABR 2021,80+,28.0,1.0
21 ABR 2021,0-9,56.0,0.0
21 ABR 2021,10-19,85.0,0.0
21 ABR 2021,20-29,114.0,0.0
21 ABR 2021,30-39,83.0,0.0
21 ABR 2021,40-49,97.0,0.0
21 ABR 2021,50-59,88.0,0.0
21 ABR 2021,60-69,52.0,0.0
21 ABR 2021,70-79,21.0,1.0
21 ABR 2021,80+,16.0,0.0
22 ABR 2021,0-9,59.0,0.0
22 ABR 2021,10-19,119.0,0.0
22 ABR 2021,20-29,60.0,0.0
22 ABR 2021,30-39,108.0,0.0
22 ABR 2021,40-49,96.0,0.0
22 ABR 2021,50-59,71.0,0.0
22 ABR 2021,60-69,68.0,0.0
22 ABR 2021,70-79,28.0,2.0
22 ABR 2021,80+,26.0,2.0
23 ABR 2021,0-9,35.0,0.0
23 ABR 2021,10-19,95.0,0.0
23 ABR 2021,20-29,59.0,0.0
23 ABR 2021,30-39,71.0,0.0
23 ABR 2021,40-49,62.0,0.0
23 ABR 2021,50-59,70.0,0.0
23 ABR 2021,60-69,58.0,0.0
23 ABR 2021,70-79,27.0,1.0
23 ABR 2021,80+,29.0,0.0
24 ABR 2021,0-9,30.0,0.0
24 ABR 2021,10-19,121.0,0.0
24 ABR 2021,20-29,75.0,0.0
24 ABR 2021,30-39,65.0,0.0
24 ABR 2021,40-49,80.0,0.0
24 ABR 2021,50-59,84.0,0.0
24 ABR 2021,60-69,58.0,0.0
24 ABR 2021,70-79,27.0,0.0
24 ABR 2021,80+,25.0,2.0
25 ABR 2021,0-9,,
25 ABR 2021,10-19,,
25 ABR 2021,20-29,,
25 ABR 2021,30-39,,
25 ABR 2021,40-49,,
25 ABR 2021,50-59,,
25 ABR 2021,60-69,,
25 ABR 2021,70-79,,
25 ABR 2021,80+,,
26 ABR 2021,0-9,,
26 ABR 2021,10-19,,
26 ABR 2021,20-29,,
26 ABR 2021,30-39,,
26 ABR 2021,40-49,,
26 ABR 2021,50-59,,
26 ABR 2021,60-69,,
26 ABR 2021,70-79,,
26 ABR 2021,80+,,
27 ABR 2021,0-9,14.0,0.0
27 ABR 2021,10-19,42.0,0.0
27 ABR 2021,20-29,36.0,0.0
27 ABR 2021,30-39,63.0,0.0
27 ABR 2021,40-49,50.0,0.0
27 ABR 2021,50-59,48.0,0.0
27 ABR 2021,60-69,51.0,1.0
27 ABR 2021,70-79,13.0,3.0
27 ABR 2021,80+,36.0,1.0
28 ABR 2021,0-9,32.0,0.0
28 ABR 2021,10-19,77.0,0.0
28 ABR 2021,20-29,83.0,0.0
28 ABR 2021,30-39,101.0,0.0
28 ABR 2021,40-49,93.0,0.0
28 ABR 2021,50-59,50.0,0.0
28 ABR 2021,60-69,58.0,0.0
28 ABR 2021,70-79,26.0,1.0
28 ABR 2021,80+,48.0,2.0
29 ABR 2021,0-9,22.0,0.0
29 ABR 2021,10-19,75.0,0.0
29 ABR 2021,20-29,87.0,0.0
29 ABR 2021,30-39,63.0,0.0
29 ABR 2021,40-49,56.0,0.0
29 ABR 2021,50-59,57.0,0.0
29 ABR 2021,60-69,64.0,0.0
29 ABR 2021,70-79,25.0,0.0
29 ABR 2021,80+,19.0,1.0
30 ABR 2021,0-9,30.0,0.0
30 ABR 2021,10-19,35.0,0.0
30 ABR 2021,20-29,83.0,0.0
30 ABR 2021,30-39,72.0,0.0
30 ABR 2021,40-49,92.0,0.0
30 ABR 2021,50-59,53.0,0.0
30 ABR 2021,60-69,52.0,0.0
30 ABR 2021,70-79,28.0,0.0
30 ABR 2021,80+,14.0,0.0
01 MAI 2021,0-9,24.0,0.0
01 MAI 2021,10-19,43.0,0.0
01 MAI 2021,20-29,69.0,0.0
01 MAI 2021,30-39,71.0,0.0
01 MAI 2021,40-49,77.0,0.0
01 MAI 2021,50-59,73.0,0.0
01 MAI 2021,60-69,57.0,1.0
01 MAI 2021,70-79,21.0,1.0
01 MAI 2021,80+,17.0,0.0
02 MAI 2021,0-9,15.0,0.0
02 MAI 2021,10-19,54.0,0.0
02 MAI 2021,20-29,61.0,0.0
02 MAI 2021,30-39,32.0,0.0
02 MAI 2021,40-49,47.0,0.0
02 MAI 2021,50-59,51.0,0.0
02 MAI 2021,60-69,24.0,1.0
02 MAI 2021,70-79,19.0,0.0
02 MAI 2021,80+,26.0,0.0
03 MAI 2021,0-9,-7.0,0.0
03 MAI 2021,10-19,31.0,0.0
03 MAI 2021,20-29,20.0,0.0
03 MAI 2021,30-39,26.0,0.0
03 MAI 2021,40-49,20.0,0.0
03 MAI 2021,50-59,26.0,0.0
03 MAI 2021,60-69,43.0,0.0
03 MAI 2021,70-79,11.0,0.0
03 MAI 2021,80+,10.0,0.0
04 MAI 2021,0-9,7.0,0.0
04 MAI 2021,10-19,2.0,0.0
04 MAI 2021,20-29,64.0,0.0
04 MAI 2021,30-39,32.0,0.0
04 MAI 2021,40-49,53.0,0.0
04 MAI 2021,50-59,26.0,1.0
04 MAI 2021,60-69,36.0,0.0
04 MAI 2021,70-79,18.0,1.0
04 MAI 2021,80+,18.0,2.0
05 MAI 2021,0-9,24.0,0.0
05 MAI 2021,10-19,32.0,0.0
05 MAI 2021,20-29,62.0,0.0
05 MAI 2021,30-39,56.0,0.0
05 MAI 2021,40-49,57.0,0.0
05 MAI 2021,50-59,51.0,0.0
05 MAI 2021,60-69,66.0,0.0
05 MAI 2021,70-79,20.0,1.0
05 MAI 2021,80+,17.0,1.0
06 MAI 2021,0-9,18.0,0.0
06 MAI 2021,10-19,25.0,0.0
06 MAI 2021,20-29,76.0,0.0
06 MAI 2021,30-39,40.0,0.0
06 MAI 2021,40-49,73.0,0.0
06 MAI 2021,50-59,50.0,0.0
06 MAI 2021,60-69,48.0,1.0
06 MAI 2021,70-79,18.0,2.0
06 MAI 2021,80+,23.0,2.0
07 MAI 2021,0-9,9.0,0.0
07 MAI 2021,10-19,26.0,0.0
07 MAI 2021,20-29,74.0,0.0
07 MAI 2021,30-39,67.0,0.0
07 MAI 2021,40-49,30.0,0.0
07 MAI 2021,50-59,69.0,0.0
07 MAI 2021,60-69,59.0,1.0
07 MAI 2021,70-79,1.0,0.0
07 MAI 2021,80+,31.0,0.0
08 MAI 2021,0-9,9.0,0.0
08 MAI 2021,10-19,46.0,0.0
08 MAI 2021,20-29,84.0,0.0
08 MAI 2021,30-39,68.0,0.0
08 MAI 2021,40-49,60.0,0.0
08 MAI 2021,50-59,64.0,0.0
08 MAI 2021,60-69,43.0,1.0
08 MAI 2021,70-79,17.0,0.0
08 MAI 2021,80+,12.0,1.0
09 MAI 2021,0-9,22.0,0.0
09 MAI 2021,10-19,30.0,0.0
09 MAI 2021,20-29,56.0,0.0
09 MAI 2021,30-39,39.0,0.0
09 MAI 2021,40-49,71.0,0.0
09 MAI 2021,50-59,32.0,0.0
09 MAI 2021,60-69,45.0,1.0
09 MAI 2021,70-79,23.0,0.0
09 MAI 2021,80+,8.0,0.0
10 MAI 2021,0-9,7.0,0.0
10 MAI 2021,10-19,8.0,0.0
10 MAI 2021,20-29,20.0,0.0
10 MAI 2021,30-39,25.0,0.0
10 MAI 2021,40-49,18.0,0.0
10 MAI 2021,50-59,23.0,0.0
10 MAI 2021,60-69,22.0,0.0
10 MAI 2021,70-79,15.0,1.0
10 MAI 2021,80+,18.0,0.0
11 MAI 2021,0-9,-2.0,0.0
11 MAI 2021,10-19,17.0,0.0
11 MAI 2021,20-29,44.0,0.0
11 MAI 2021,30-39,37.0,0.0
11 MAI 2021,40-49,47.0,0.0
11 MAI 2021,50-59,46.0,0.0
11 MAI 2021,60-69,35.0,0.0
11 MAI 2021,70-79,27.0,0.0
11 MAI 2021,80+,17.0,1.0
12 MAI 2021,0-9,22.0,0.0
12 MAI 2021,10-19,37.0,0.0
12 MAI 2021,20-29,88.0,0.0
12 MAI 2021,30-39,84.0,0.0
12 MAI 2021,40-49,88.0,0.0
12 MAI 2021,50-59,56.0,0.0
12 MAI 2021,60-69,62.0,1.0
12 MAI 2021,70-79,30.0,1.0
12 MAI 2021,80+,16.0,2.0
13 MAI 2021,0-9,30.0,0.0
13 MAI 2021,10-19,34.0,0.0
13 MAI 2021,20-29,88.0,0.0
13 MAI 2021,30-39,50.0,0.0
13 MAI 2021,40-49,83.0,0.0
13 MAI 2021,50-59,63.0,0.0
13 MAI 2021,60-69,42.0,0.0
13 MAI 2021,70-79,29.0,1.0
13 MAI 2021,80+,14.0,0.0
14 MAI 2021,0-9,11.0,0.0
14 MAI 2021,10-19,24.0,0.0
14 MAI 2021,20-29,115.0,0.0
14 MAI 2021,30-39,75.0,0.0
14 MAI 2021,40-49,70.0,0.0
14 MAI 2021,50-59,60.0,0.0
14 MAI 2021,60-69,46.0,0.0
14 MAI 2021,70-79,24.0,0.0
14 MAI 2021,80+,18.0,0.0
15 MAI 2021,0-9,14.0,0.0
15 MAI 2021,10-19,62.0,0.0
15 MAI 2021,20-29,81.0,0.0
15 MAI 2021,30-39,65.0,0.0
15 MAI 2021,40-49,90.0,0.0
15 MAI 2021,50-59,72.0,1.0
15 MAI 2021,60-69,44.0,2.0
15 MAI 2021,70-79,19.0,1.0
15 MAI 2021,80+,20.0,3.0
16 MAI 2021,0-9,4.0,0.0
16 MAI 2021,10-19,25.0,0.0
16 MAI 2021,20-29,51.0,0.0
16 MAI 2021,30-39,48.0,0.0
16 MAI 2021,40-49,71.0,0.0
16 MAI 2021,50-59,65.0,0.0
16 MAI 2021,60-69,33.0,0.0
16 MAI 2021,70-79,18.0,1.0
16 MAI 2021,80+,18.0,0.0
17 MAI 2021,0-9,-5.0,0.0
17 MAI 2021,10-19,25.0,0.0
17 MAI 2021,20-29,22.0,0.0
17 MAI 2021,30-39,16.0,0.0
17 MAI 2021,40-49,41.0,0.0
17 MAI 2021,50-59,32.0,0.0
17 MAI 2021,60-69,33.0,0.0
17 MAI 2021,70-79,15.0,2.0
17 MAI 2021,80+,20.0,0.0
18 MAI 2021,0-9,3.0,0.0
18 MAI 2021,10-19,21.0,0.0
18 MAI 2021,20-29,114.0,0.0
18 MAI 2021,30-39,62.0,1.0
18 MAI 2021,40-49,48.0,1.0
18 MAI 2021,50-59,54.0,0.0
18 MAI 2021,60-69,40.0,0.0
18 MAI 2021,70-79,25.0,0.0
18 MAI 2021,80+,16.0,0.0
19 MAI 2021,0-9,25.0,0.0
19 MAI 2021,10-19,41.0,0.0
19 MAI 2021,20-29,112.0,0.0
19 MAI 2021,30-39,77.0,0.0
19 MAI 2021,40-49,91.0,0.0
19 MAI 2021,50-59,67.0,0.0
19 MAI 2021,60-69,56.0,1.0
19 MAI 2021,70-79,27.0,1.0
19 MAI 2021,80+,13.0,0.0
20 MAI 2021,0-9,15.0,0.0
20 MAI 2021,10-19,52.0,0.0
20 MAI 2021,20-29,101.0,0.0
20 MAI 2021,30-39,83.0,0.0
20 MAI 2021,40-49,63.0,0.0
20 MAI 2021,50-59,57.0,0.0
20 MAI 2021,60-69,43.0,0.0
20 MAI 2021,70-79,29.0,0.0
20 MAI 2021,80+,11.0,1.0
21 MAI 2021,0-9,1.0,0.0
21 MAI 2021,10-19,71.0,0.0
21 MAI 2021,20-29,120.0,0.0
21 MAI 2021,30-39,105.0,0.0
21 MAI 2021,40-49,111.0,0.0
21 MAI 2021,50-59,66.0,0.0
21 MAI 2021,60-69,54.0,1.0
21 MAI 2021,70-79,15.0,2.0
21 MAI 2021,80+,18.0,0.0
22 MAI 2021,0-9,23.0,0.0
22 MAI 2021,10-19,48.0,0.0
22 MAI 2021,20-29,100.0,0.0
22 MAI 2021,30-39,111.0,0.0
22 MAI 2021,40-49,82.0,0.0
22 MAI 2021,50-59,68.0,0.0
22 MAI 2021,60-69,49.0,0.0
22 MAI 2021,70-79,25.0,0.0
22 MAI 2021,80+,15.0,0.0
23 MAI 2021,0-9,23.0,0.0
23 MAI 2021,10-19,49.0,0.0
23 MAI 2021,20-29,84.0,0.0
23 MAI 2021,30-39,64.0,0.0
23 MAI 2021,40-49,50.0,0.0
23 MAI 2021,50-59,50.0,0.0
23 MAI 2021,60-69,54.0,0.0
23 MAI 2021,70-79,23.0,0.0
23 MAI 2021,80+,14.0,0.0
24 MAI 2021,0-9,-5.0,0.0
24 MAI 2021,10-19,27.0,0.0
24 MAI 2021,20-29,30.0,0.0
24 MAI 2021,30-39,26.0,0.0
24 MAI 2021,40-49,57.0,0.0
24 MAI 2021,50-59,33.0,1.0
24 MAI 2021,60-69,42.0,0.0
24 MAI 2021,70-79,13.0,0.0
24 MAI 2021,80+,16.0,0.0
25 MAI 2021,0-9,-1.0,0.0
25 MAI 2021,10-19,48.0,0.0
25 MAI 2021,20-29,55.0,0.0
25 MAI 2021,30-39,82.0,1.0
25 MAI 2021,40-49,66.0,1.0
25 MAI 2021,50-59,61.0,0.0
25 MAI 2021,60-69,24.0,0.0
25 MAI 2021,70-79,10.0,0.0
25 MAI 2021,80+,28.0,1.0
26 MAI 2021,0-9,34.0,0.0
26 MAI 2021,10-19,64.0,0.0
26 MAI 2021,20-29,113.0,0.0
26 MAI 2021,30-39,106.0,0.0
26 MAI 2021,40-49,89.0,0.0
26 MAI 2021,50-59,98.0,0.0
26 MAI 2021,60-69,52.0,0.0
26 MAI 2021,70-79,16.0,0.0
26 MAI 2021,80+,21.0,1.0
27 MAI 2021,0-9,19.0,0.0
27 MAI 2021,10-19,68.0,0.0
27 MAI 2021,20-29,105.0,0.0
27 MAI 2021,30-39,91.0,0.0
27 MAI 2021,40-49,92.0,0.0
27 MAI 2021,50-59,90.0,0.0
27 MAI 2021,60-69,56.0,0.0
27 MAI 2021,70-79,14.0,0.0
27 MAI 2021,80+,37.0,0.0
28 MAI 2021,0-9,9.0,0.0
28 MAI 2021,10-19,91.0,0.0
28 MAI 2021,20-29,94.0,0.0
28 MAI 2021,30-39,109.0,0.0
28 MAI 2021,40-49,111.0,0.0
28 MAI 2021,50-59,104.0,0.0
28 MAI 2021,60-69,34.0,1.0
28 MAI 2021,70-79,28.0,0.0
28 MAI 2021,80+,16.0,0.0
29 MAI 2021,0-9,28.0,0.0
29 MAI 2021,10-19,87.0,0.0
29 MAI 2021,20-29,95.0,0.0
29 MAI 2021,30-39,105.0,0.0
29 MAI 2021,40-49,117.0,0.0
29 MAI 2021,50-59,78.0,0.0
29 MAI 2021,60-69,50.0,0.0
29 MAI 2021,70-79,25.0,0.0
29 MAI 2021,80+,17.0,0.0
30 MAI 2021,0-9,28.0,0.0
30 MAI 2021,10-19,58.0,0.0
30 MAI 2021,20-29,85.0,0.0
30 MAI 2021,30-39,57.0,0.0
30 MAI 2021,40-49,83.0,0.0
30 MAI 2021,50-59,66.0,0.0
30 MAI 2021,60-69,22.0,0.0
30 MAI 2021,70-79,29.0,0.0
